mfe_0,mfe_1,mfe_2,mfe_3,mfe_4,mfe_5,mfe_6,mfe_7,mfe_8,mfe_9,mfe_10,mfe_11,mfe_12,rms_x,var_x,rms_y,var_y,rms_z,var_z
-2.024735,-7.149045,-5.5771227,-9.8376255,-12.267502,-10.107858,-15.320206,-16.872242,-16.257645,-17.906372,-20.745,-21.978771,-23.511196,0.05817978768706964,1.3633789062499994e-05,0.04813238706495152,1.3101669311523435e-05,0.7951954957523614,3.756567382812501e-05
-2.0893502,-6.8642354,-4.618081,-9.374796,-11.930326,-9.970547,-15.053789,-16.436375,-15.481749,-16.597294,-19.431656,-20.849064,-22.724419,0.05869587454392823,1.3351303100585939e-05,0.04787842039633761,1.5636825561523434e-05,0.7938122630292045,3.683319091796874e-05
-1.6558963,-6.8751745,-4.842839,-9.524433,-12.29501,-11.22316,-15.154824,-16.501678,-15.620141,-17.542252,-20.04556,-21.691402,-22.81966,0.05903751228198316,9.496322631835937e-06,0.04794720989300042,1.4767074584960938e-05,0.7936437628831221,2.9781738281249996e-05
-1.3445871,-8.488209,-5.9053187,-10.514011,-12.980999,-11.781428,-15.440661,-17.091747,-17.139496,-19.373526,-21.245718,-22.447653,-23.970049,0.058659468353702816,1.0909286499023438e-05,0.04833974510722258,1.8458923339843754e-05,0.7934840055511073,3.0408798217773435e-05
-1.3663747,-6.021681,-3.795806,-8.040042,-11.195972,-10.643394,-14.668032,-15.298872,-14.835583,-16.171398,-18.994911,-20.739601,-22.041142,0.05876186819120298,1.4692367553710936e-05,0.04910561774721847,2.4504867553710946e-05,0.7928089721264383,3.776231384277344e-05
-2.6563287,-4.7985573,-4.549008,-9.453346,-12.228821,-13.686662,-16.427143,-18.53008,-19.267033,-20.689678,-23.420467,-25.102463,-27.017767,0.05909847717905101,2.406419372558594e-05,0.049189289297982594,2.7764892578125005e-05,0.7939250698910839,4.228753662109375e-05
-10.002488,-10.748654,-10.7930355,-16.336725,-17.554577,-19.65971,-22.978981,-24.691502,-25.795387,-27.912224,-30.186232,-32.073368,-34.31297,0.059170598002460224,4.0411376953125e-05,0.048259659664947524,3.211424255371094e-05,0.7934321210032075,4.7251571655273444e-05
-0.91994405,-4.932678,-3.4025578,-7.8183737,-10.106775,-9.138708,-13.605328,-15.4807415,-13.765073,-15.037606,-18.017923,-19.599442,-20.984531,0.058833104868905445,1.1607421875e-05,0.048218538611412856,1.4648056030273436e-05,0.7929800645744507,3.033441162109375e-05
-1.8122581,-6.726266,-4.213874,-8.758579,-11.949817,-9.884735,-14.535922,-16.143896,-15.004753,-16.838068,-20.087795,-21.237488,-22.438519,0.058633580212329055,1.1074890136718752e-05,0.048539144862516634,1.5907958984375002e-05,0.7938344739283312,2.868516540527344e-05
-1.3309127,-5.962845,-4.235001,-8.457483,-11.053514,-9.453177,-14.108035,-15.746652,-14.539783,-16.382744,-18.756853,-20.213978,-21.852436,0.058536039287842255,8.32994079589844e-06,0.04833548354704401,1.164781188964844e-05,0.7927627599598139,2.642442321777344e-05
-2.9258063,-4.358225,-6.1037936,-10.473216,-13.573557,-14.981526,-18.29968,-20.098469,-20.10511,-21.605139,-23.807299,-25.591452,-27.644188,0.058143320785393096,1.3926452636718747e-05,0.04840141675152379,3.0064071655273436e-05,0.7924084573817206,2.82607421875e-05
-2.091827,-4.1514664,-5.351048,-8.58707,-11.937268,-12.986946,-15.905287,-17.832104,-18.385368,-20.146297,-22.261005,-24.65387,-26.613922,0.058686645111585015,1.6385742187500002e-05,0.04839290411770421,2.6233505249023437e-05,0.7927255919520589,4.181272888183594e-05
-3.1402452,-3.503291,-4.9460483,-8.722057,-11.229197,-12.805858,-16.434258,-18.607922,-18.917349,-20.452335,-23.126526,-24.649166,-26.593575,0.05912635540366337,1.9073104858398435e-05,0.04840504204835613,2.778436279296875e-05,0.794538173289035,4.203758239746094e-05
-4.7616153,-5.091757,-6.1075034,-10.586609,-13.856232,-16.381474,-19.712738,-21.859074,-22.556295,-23.643505,-25.706196,-28.069214,-30.322762,0.05879340982680372,1.4276123046874998e-05,0.04869325122482324,3.164788818359375e-05,0.7936898468533202,4.0928894042968745e-05
-11.1138935,-14.120548,-12.346672,-18.377651,-20.95943,-20.78705,-23.68331,-26.321129,-27.63898,-29.086136,-31.828068,-32.431114,-34.533688,0.05941623259925744,1.3706039428710938e-05,0.0487190970261053,2.1679306030273433e-05,0.7930887667027677,3.546714782714843e-05
-1.3073442,-6.181816,-4.126283,-8.808406,-12.06917,-9.778185,-14.601896,-15.824297,-14.853596,-16.553818,-19.663063,-20.83796,-21.930622,0.05845400001015756,8.31732177734375e-06,0.04820524585083103,1.711997985839844e-05,0.7929718095692206,2.9632324218750006e-05
-1.8199141,-7.236559,-5.7535257,-9.446434,-12.226379,-11.448521,-15.90074,-17.439917,-16.132391,-17.421555,-19.75645,-21.422844,-22.88389,0.059194575788110645,9.155944824218749e-06,0.04831369636900014,3.658384704589844e-05,0.7932368600780749,3.492784118652343e-05
-2.7036562,-6.291589,-7.3175573,-10.943166,-14.090125,-15.07495,-17.795906,-20.103191,-19.3742,-20.63086,-23.530933,-25.386368,-26.900717,0.05842488688244559,1.1752914428710938e-05,0.048971508228398096,2.4311386108398436e-05,0.7947774074036931,3.7355819702148434e-05
-3.6819339,-5.624595,-7.648136,-11.2507715,-13.742485,-15.59695,-18.859734,-20.395132,-20.713104,-22.102032,-24.632658,-26.308395,-28.098112,0.0585185715629956,1.815061950683594e-05,0.048364991091503884,3.217138671875e-05,0.7937636390775781,4.025559997558594e-05
-2.0027425,-3.771985,-5.204173,-9.312681,-11.550511,-12.70558,-15.626239,-17.968487,-18.281975,-19.379292,-21.883,-23.383083,-25.107286,0.058756934223425386,1.960752868652344e-05,0.048249382687113214,3.5239196777343754e-05,0.7935578073021987,3.594932556152343e-05
-1.004269,-5.988866,-3.9518924,-8.687799,-11.980516,-10.157482,-13.461774,-16.198322,-14.949214,-16.31188,-18.916048,-20.517479,-21.607105,0.05894905295869105,1.0104965209960938e-05,0.04740552642410877,1.0289550781249997e-05,0.7936808206043013,3.280137634277344e-05
-2.18257,-7.425846,-6.488614,-9.997528,-11.605903,-11.05788,-15.327999,-17.439709,-16.319145,-17.791348,-20.626339,-21.637762,-22.82491,0.05911758034344828,9.738632202148437e-06,0.04848598883472678,1.5283447265625e-05,0.794143862588703,3.616294860839843e-05
-1.066216,-4.873812,-4.403025,-8.045841,-11.215373,-9.546419,-13.675879,-15.457518,-15.242443,-16.160244,-18.598146,-20.297668,-21.737217,0.05904578239760493,1.2315048217773436e-05,0.04842221911179761,1.2500473022460938e-05,0.7927847019324755,3.644090270996094e-05
-0.86111784,-4.9098682,-4.352886,-8.920154,-11.239624,-9.506685,-14.126143,-15.610159,-14.511013,-15.947999,-18.745743,-20.528597,-21.790089,0.058496925207989034,1.1056503295898436e-05,0.048218538611412856,1.539903259277344e-05,0.7933704339763441,2.9943786621093757e-05
-3.715221,-5.890187,-6.0511665,-10.354338,-12.995392,-13.901064,-17.51336,-19.121956,-18.627188,-20.136156,-22.845947,-24.275143,-25.843483,0.058781080749689886,1.2368148803710938e-05,0.04904903154107314,3.267149353027344e-05,0.7927464378178255,3.770494079589843e-05
-1.4693544,-3.3131816,-4.8832846,-8.781964,-11.83486,-12.5313,-15.301487,-17.53452,-17.962519,-18.846869,-21.474108,-23.71584,-25.291063,0.05850318521810639,1.3613754272460937e-05,0.0482794169352673,3.214910888671875e-05,0.7934998317783227,4.312681579589843e-05
-12.029747,-14.236994,-12.939496,-18.514404,-20.657078,-20.978325,-24.44882,-26.865017,-27.66309,-28.625381,-31.317213,-32.66231,-34.70134,0.058679494553503846,1.3259140014648441e-05,0.04895919907257598,2.6530517578125e-05,0.7938066405264858,4.6511093139648435e-05
-1.5782255,-7.343614,-4.938233,-9.289019,-12.075541,-11.209732,-14.763341,-15.52997,-14.958871,-16.53675,-19.556576,-20.936554,-22.165478,0.058786012690825847,1.3864730834960937e-05,0.048076559681619405,1.7469467163085937e-05,0.7931349791131226,3.441819763183593e-05
-2.163884,-7.0088177,-5.9234104,-10.285473,-12.599539,-11.600773,-15.374022,-17.26604,-16.081133,-17.289875,-20.655594,-21.760944,-23.141582,0.05883608740105058,1.0581649780273439e-05,0.04875510164611943,1.8364120483398437e-05,0.7932527104718259,3.528611755371093e-05
-1.2236028,-7.496581,-6.113678,-9.631166,-11.950838,-9.774438,-14.628093,-15.896745,-14.513821,-15.737758,-18.954363,-20.229292,-21.071846,0.05866623121157786,1.1702743530273438e-05,0.04780266953679208,1.472161865234375e-05,0.7927380841387307,3.684654235839843e-05
-2.8153262,-4.711397,-6.3066087,-10.442399,-12.51576,-14.144551,-17.441235,-18.970686,-18.39182,-19.412731,-21.934769,-23.891182,-25.301964,0.059000670348416384,1.3893493652343748e-05,0.04874555518599234,1.7812744140625003e-05,0.7932146324450905,4.304296874999999e-05
-2.5005147,-5.1763887,-6.0476,-9.963919,-12.703664,-13.170441,-16.833801,-18.04319,-17.895779,-19.07414,-21.561268,-23.036541,-24.748535,0.05889337454612095,1.1816390991210938e-05,0.04854118816265407,1.6484237670898434e-05,0.7938409612004709,4.51865234375e-05
-1.5794485,-4.3672194,-5.419963,-9.474597,-11.955644,-13.051554,-16.374676,-18.068165,-17.997581,-19.2603,-21.2853,-22.967407,-24.249783,0.05882726904257763,1.6883407592773437e-05,0.0478661489247947,2.6003173828125005e-05,0.7930597911869325,5.146446228027345e-05
-8.249979,-9.176666,-10.123092,-15.173943,-16.452528,-17.905354,-22.597996,-24.626766,-25.09332,-26.224567,-28.740538,-29.982447,-32.059196,0.05822750118742217,1.828070068359375e-05,0.048527669348350254,3.252305603027343e-05,0.7951976352925131,4.718064880371093e-05
-1.4237423,-5.614088,-4.0758724,-9.445049,-12.199886,-10.983506,-14.788973,-16.764484,-15.848198,-17.061146,-19.650925,-20.590406,-22.205654,0.05882558302940991,1.1640075683593751e-05,0.04786997413648899,1.89267578125e-05,0.7930750582988366,3.231072998046876e-05
-1.1038067,-6.8405695,-4.2968245,-9.307005,-11.524517,-11.1754875,-15.204725,-16.699371,-15.798823,-16.521233,-19.44303,-20.712254,-22.269394,0.05801682116495127,1.1460433959960936e-05,0.04838123622391936,1.6826156616210938e-05,0.7947418503920933,4.2925888061523434e-05
-1.1099632,-5.936517,-3.6722553,-9.399458,-12.02197,-10.045666,-14.617037,-16.484406,-14.745754,-16.04952,-18.852226,-19.691162,-20.85107,0.05914957722039577,9.832138061523438e-06,0.04836656852798093,1.7289794921875e-05,0.7930678240140172,3.322753906249999e-05
-1.3923361,-7.176549,-5.047037,-9.514175,-12.384836,-10.135464,-14.431545,-16.410011,-15.672924,-16.729252,-19.27457,-20.675377,-21.828331,0.057889254369739254,8.880615234375e-06,0.04786359861382787,1.4590515136718749e-05,0.7935473758662054,3.799188232421875e-05
-1.4904205,-6.333918,-4.994693,-9.1926155,-12.09082,-9.689357,-13.867959,-16.61162,-15.120182,-15.951067,-19.032837,-20.07289,-21.473595,0.05824256738222859,1.2318588256835932e-05,0.04814522454495747,1.846044921875e-05,0.7916292565859429,3.147729492187501e-05
-1.6169751,-6.731634,-5.411562,-8.718433,-10.006239,-9.5724535,-14.189957,-15.558451,-15.193992,-16.068398,-18.834248,-20.233255,-21.680542,0.059962019025262464,1.1831283569335941e-05,0.047663773740110396,1.4471908569335934e-05,0.7931822565091933,2.886199951171875e-05
-1.4840009,-6.7454147,-5.3842945,-9.0787735,-12.120881,-11.39986,-15.6061125,-16.798264,-15.774021,-16.81381,-19.489506,-20.564762,-22.055023,0.05875992062183521,1.2172607421875002e-05,0.04801367628448755,1.2175277709960935e-05,0.7929050062895451,2.9000228881835932e-05
-1.3401173,-5.8868585,-4.0367327,-8.312361,-11.05941,-10.335272,-13.791677,-16.066107,-14.971293,-16.473974,-19.183754,-20.252886,-21.678028,0.05849875111347196,1.1270126342773436e-05,0.04800334664440074,1.0060974121093749e-05,0.7931134893305042,2.5114608764648443e-05
-1.1450305,-7.101221,-4.0835156,-8.45223,-11.442816,-11.061834,-14.617991,-16.682472,-15.737734,-16.665073,-19.830826,-20.889202,-22.202374,0.05829795127658326,1.1956726074218746e-05,0.04866409949930364,9.11932373046875e-06,0.7928844725072903,3.360398864746094e-05
-9.947451,-14.701574,-14.544414,-18.117924,-17.112022,-17.44707,-20.423351,-21.2939,-22.923994,-24.819448,-27.361343,-29.62068,-31.032043,0.05819906130948065,9.977279663085939e-06,0.048001916211344496,9.54942321777344e-06,0.7931274952710206,2.2546859741210936e-05
-9.105466,-14.242874,-15.977671,-17.991829,-20.780632,-21.239685,-23.183033,-24.67434,-24.853304,-26.481186,-27.926666,-30.260227,-31.904781,0.058472661338641305,9.13084411621094e-06,0.049440843162877494,2.8828063964843743e-05,0.7938765297311716,2.1035140991210932e-05
-3.6984663,-3.5705538,-5.8960814,-10.454241,-12.749575,-15.0260105,-17.637657,-18.94544,-20.83691,-22.423388,-24.13678,-26.994938,-30.081676,0.0586158812371112,1.082879638671875e-05,0.04832190718366968,1.635850524902344e-05,0.7928050169631087,2.529730224609376e-05
-3.808936,-3.3524992,-5.7251263,-10.029054,-12.8973055,-15.425226,-17.511772,-19.350773,-21.17783,-22.999859,-24.815487,-27.63109,-30.7244,0.058778355025734176,1.1589294433593751e-05,0.04918277455064934,1.9476318359375003e-05,0.7931166830145339,1.7788314819335934e-05
-2.7987967,-3.3895724,-4.5615172,-8.208995,-10.625377,-13.808603,-15.746524,-17.874409,-20.112684,-21.111422,-23.575035,-26.196524,-29.17797,0.05825658199468216,1.2588562011718753e-05,0.048038617176542196,2.5407409667968757e-05,0.7931318047414205,1.6990341186523436e-05
-4.3054914,-4.5774097,-7.4085884,-12.230358,-14.986348,-18.141155,-20.384792,-22.249031,-24.064894,-25.41953,-27.482475,-30.322987,-33.253002,0.058050739062169246,1.4492172241210934e-05,0.0487048443713187,2.4456542968749993e-05,0.7924866722743178,2.8406005859374996e-05
-8.904198,-7.5219307,-11.178637,-15.445609,-18.121662,-21.388763,-24.00175,-25.984581,-27.759365,-29.684849,-31.409649,-34.24478,-37.12986,0.058246366068247124,1.2306884765624997e-05,0.04882703123774972,2.5383163452148437e-05,0.7923995224467442,2.6481628417968744e-05
-6.2198925,-11.4776745,-12.843946,-16.019367,-18.160072,-19.315033,-22.18303,-23.6425,-23.89737,-24.464022,-26.285,-27.969402,-29.076057,0.058562100827414934,9.554428100585938e-06,0.04943636786590857,9.534286499023438e-06,0.7937347650943204,1.9222274780273442e-05
-1.7956755,-10.200104,-11.134001,-11.430735,-11.08798,-13.032474,-14.390026,-15.545468,-16.311611,-17.552204,-19.826931,-21.93245,-22.540157,0.059109578417902695,6.947494506835936e-06,0.04868902060566697,1.1166000366210937e-05,0.793019895210214,1.9163513183593747e-05
-2.3939977,-12.284214,-11.471774,-12.017704,-6.8059053,-11.065356,-9.660677,-11.7774105,-14.458651,-17.384735,-19.881107,-21.660103,-22.91608,0.058331313325329925,7.2038421630859375e-06,0.04873772882416147,1.2494873046874997e-05,0.7926461974833195,2.121893310546875e-05
-1.8635206,-11.068855,-11.221095,-11.418625,-6.213088,-10.218517,-10.73255,-12.840453,-14.355867,-17.003246,-19.452236,-21.166496,-22.26372,0.058245973112216624,7.262802124023438e-06,0.04855234620763064,1.1895690917968746e-05,0.7936309100345731,1.558091735839844e-05
-2.3366551,-11.569742,-11.023387,-11.6686535,-7.842382,-12.64542,-10.11633,-13.421711,-14.982565,-17.431095,-19.875742,-21.408018,-22.380102,0.058440163291582914,1.034783935546875e-05,0.0492743671378531,1.1242294311523435e-05,0.7930226948245781,1.740843200683594e-05
-10.310092,-11.781111,-16.728958,-20.053482,-21.397081,-25.053501,-28.006943,-30.33251,-32.300835,-33.618572,-35.264233,-38.309338,-41.304466,0.05849118627682561,1.4034286499023439e-05,0.04820255520327735,1.573480224609375e-05,0.7927716619298297,3.434545898437499e-05
-10.155136,-14.409372,-17.076622,-21.074802,-23.138733,-25.236906,-29.354435,-31.406597,-33.589493,-34.99081,-36.392967,-39.377785,-42.655037,0.05914919026482421,1.4860534667968753e-05,0.048822499675962666,2.2283935546875002e-05,0.7939105590871545,3.16513671875e-05
-4.293703,-5.4934583,-7.948312,-12.255047,-13.957523,-16.253944,-20.297737,-21.752369,-23.303932,-24.436325,-26.680641,-29.80856,-32.997562,0.05839993988452064,1.1116394042968748e-05,0.04854590314242864,1.391783142089844e-05,0.7933945997073124,2.4901962280273433e-05
-7.2751765,-8.449619,-11.354799,-14.242697,-16.565132,-20.017424,-23.14885,-24.779556,-26.796188,-27.950943,-29.875542,-32.516598,-34.982517,0.058147650786529524,1.5789779663085934e-05,0.04835804975970909,2.0228942871093752e-05,0.7942514160451012,3.327439880371094e-05
-5.1139474,-4.2680445,-7.308566,-11.279574,-13.194042,-15.842514,-19.439953,-21.431889,-23.133663,-24.065102,-26.558464,-28.861917,-31.913055,0.05806861028969578,1.3851547241210936e-05,0.048594911812879775,1.9434799194335934e-05,0.7949403982792712,2.9449462890625e-05
-9.176747,-11.678005,-13.391214,-17.11103,-14.822519,-16.302435,-23.04741,-22.47559,-25.509426,-27.003078,-29.5956,-31.157986,-32.89795,0.058319540663847716,8.561386108398437e-06,0.048245745693678135,1.5018905639648438e-05,0.7930738076958065,1.7935546875e-05
-2.3896008,-8.619549,-10.652035,-12.516736,-6.3791885,-7.1158247,-15.207487,-13.63703,-17.678547,-18.742558,-22.062984,-23.549683,-25.231144,0.05838582901095843,9.468444824218751e-06,0.0481274730492821,1.0753417968750002e-05,0.7925841797606333,1.5789779663085938e-05
-1.6627146,-12.187374,-10.835585,-10.866266,-4.032634,-5.570757,-11.495065,-11.617023,-13.575904,-15.194186,-19.176704,-20.20869,-22.436615,0.05878237866905513,1.0686874389648437e-05,0.048536472724852106,1.1489486694335938e-05,0.7934597271588817,2.2874694824218745e-05
-1.9434981,-11.632808,-9.922346,-10.154558,-3.4708574,-4.1483555,-9.928009,-9.706787,-11.774599,-13.370915,-18.08831,-19.034794,-21.652943,0.05850735818607829,9.539047241210938e-06,0.048680558264359367,1.185972595214844e-05,0.7927104817251467,1.7856430053710938e-05
-1.8660498,-12.180633,-10.935574,-9.823424,-5.3835745,-4.4516115,-13.4958,-10.665819,-14.587944,-14.638405,-19.311966,-20.48085,-21.960754,0.058555847115769,8.822006225585935e-06,0.049296348798697175,1.3409042358398435e-05,0.7936262860344065,1.4441589355468753e-05
-4.3902,-5.7512217,-8.4342785,-12.325505,-14.500777,-16.839054,-20.011066,-21.56106,-23.686409,-25.203594,-27.10567,-30.09141,-32.944977,0.05806072660269429,8.407211303710937e-06,0.0479879275081081,1.867332458496094e-05,0.7936481368417018,3.052427673339843e-05
-2.324881,-3.0054462,-5.090569,-9.3701935,-11.474376,-11.934902,-17.49514,-18.598911,-20.497414,-21.371407,-24.219275,-26.936699,-29.910505,0.0584278902526439,8.001708984375001e-06,0.048428363553648754,1.3472839355468746e-05,0.7924302647471919,1.948728942871094e-05
-2.583191,-3.7587223,-5.8186135,-10.532132,-12.172707,-13.133489,-17.824131,-19.093204,-20.911871,-22.795378,-24.530048,-27.335394,-30.04495,0.05863423080812895,1.2523056030273437e-05,0.04814680918165813,1.9362243652343746e-05,0.7932816500885341,2.5424560546874992e-05
-3.9170535,-4.7293615,-7.281714,-11.461315,-13.406399,-15.708778,-18.907242,-20.533253,-22.088184,-23.47395,-25.312653,-28.032839,-31.260702,0.058892597265660755,1.2643417358398437e-05,0.04855030337709346,1.963609313964844e-05,0.7928869743086465,2.5182723999023426e-05
-6.170868,-6.2696915,-8.86769,-13.564983,-16.594273,-18.748276,-20.056591,-22.74285,-24.41419,-25.388077,-27.68723,-30.653328,-32.957764,0.05871134033877101,1.0130859375000001e-05,0.04832901157043252,1.5163818359374998e-05,0.7925259886129622,2.8809753417968748e-05
-15.001464,-14.987476,-17.618008,-22.720894,-23.427101,-25.762066,-27.308926,-30.332476,-32.409225,-33.422585,-34.86653,-36.985313,-39.966827,0.05854959273616096,1.0830307006835935e-05,0.04867867754428973,3.060667419433594e-05,0.7929558188600816,2.9051757812500008e-05
-1.1402919,-8.593276,-9.7227,-9.371709,-11.06709,-13.2200985,-14.427387,-15.724558,-15.650599,-16.789793,-18.659122,-20.76405,-22.313128,0.05819945458225425,9.569030761718753e-06,0.048639636192968946,1.1290222167968745e-05,0.7923802946641658,1.4581161499023437e-05
-3.0065455,-10.887831,-10.172419,-10.509555,-11.733369,-12.293544,-14.388772,-16.856617,-17.235859,-17.782856,-19.759495,-21.776285,-23.267357,0.05917498176422934,1.0530456542968751e-05,0.04813825152376876,9.539733886718748e-06,0.7930678624944302,2.0897155761718753e-05
-2.1490364,-10.742779,-10.50872,-10.314735,-10.6597805,-13.20598,-14.043272,-15.251622,-16.107208,-17.493061,-18.7365,-20.835775,-21.981329,0.05902355383426656,8.769515991210942e-06,0.04845671241959802,8.66815185546875e-06,0.793372386110074,2.684324645996094e-05
-1.6258113,-11.329691,-10.056759,-9.553152,-11.473518,-12.744344,-14.039073,-15.091225,-15.2722645,-15.993858,-18.331211,-20.418211,-21.905777,0.058493794951700324,7.0391693115234355e-06,0.048365464327849036,9.270492553710938e-06,0.7940557224505377,2.025413513183593e-05
-2.4752052,-3.406604,-6.7802043,-10.228302,-13.367942,-16.888428,-18.570885,-20.37481,-21.630733,-22.78233,-24.746246,-27.654099,-30.484844,0.058623690267219405,8.085632324218749e-06,0.048229929490232644,1.649766540527344e-05,0.7930234740969211,2.4839782714843752e-05
-5.1937313,-6.7083893,-10.068239,-14.542794,-16.896742,-20.447926,-22.103477,-24.12949,-26.122923,-26.95906,-29.064602,-32.13169,-34.86511,0.05841404734936944,1.0942077636718748e-05,0.04752928784575885,1.8342224121093745e-05,0.7929755426125327,3.5552734375e-05
-4.447765,-5.6398563,-9.851101,-13.030348,-15.6544485,-19.174265,-21.393654,-23.164734,-25.249466,-26.277754,-27.669525,-30.682968,-33.700016,0.05814161493883114,1.0554183959960935e-05,0.048286843577679754,2.123985290527344e-05,0.7931403274197398,3.050962829589844e-05
-3.9332206,-5.8158617,-9.150709,-12.061985,-14.481617,-17.722145,-20.448757,-23.192467,-24.406288,-26.031366,-27.480541,-30.590082,-33.207344,0.05834792181790839,1.141748046875e-05,0.04905525299781551,2.1850570678710934e-05,0.7930935573733217,3.0674301147460936e-05
-4.5224895,-7.7694926,-11.403851,-14.37345,-16.701977,-20.939121,-23.015383,-25.65259,-27.458054,-28.382534,-29.932377,-32.99543,-36.28605,0.058546986547465124,1.2351669311523442e-05,0.048439075075197555,1.8281494140625e-05,0.7925292039177484,3.390618896484375e-05
-15.387428,-15.644123,-18.623375,-23.433239,-24.827606,-27.921528,-30.56923,-32.887363,-34.60186,-36.33514,-37.3222,-39.893017,-43.21933,0.058640346055824695,1.186834716796875e-05,0.04908790270914833,2.7343368530273436e-05,0.7935238878083387,3.171128845214843e-05
-18.496101,-20.697243,-20.25715,-27.163528,-28.84115,-29.77561,-33.24671,-36.56232,-37.50332,-38.717228,-39.03479,-41.07086,-44.111526,0.05855545623661492,9.233093261718748e-06,0.048396057119630756,2.4282455444335937e-05,0.7934769961430533,2.5484069824218746e-05
-6.42336,-13.370733,-13.459429,-14.808971,-17.3727,-19.911995,-22.143475,-22.727608,-22.596071,-23.790665,-25.66026,-28.061747,-29.385742,0.0587461559580178,1.1471618652343752e-05,0.048351423013411665,1.055145263671875e-05,0.7930867850113065,1.993211364746094e-05
-3.6705093,-11.372459,-11.954452,-12.381796,-14.218534,-14.729588,-16.859653,-18.551497,-18.115685,-19.071558,-21.250355,-23.546286,-25.070454,0.05828486290745329,1.0430847167968748e-05,0.04816154380579813,1.2158065795898436e-05,0.7927066993111718,1.8052673339843754e-05
-3.9192767,-12.188166,-12.695868,-11.959114,-13.49033,-15.116143,-17.688217,-18.288563,-17.951183,-19.201479,-20.978214,-22.80168,-23.701853,0.05846378816299186,1.0829940795898441e-05,0.04846159305033794,1.2540756225585938e-05,0.7932147671016009,1.8469238281250002e-05
-2.2519984,-3.4653375,-6.3720694,-10.930794,-12.79549,-16.18568,-18.215569,-19.609518,-21.596657,-22.354681,-24.186293,-27.149548,-30.181858,0.058590885346640094,8.8134765625e-06,0.04883406213904389,1.5053649902343746e-05,0.7926345990076041,2.1409286499023437e-05
-1.968983,-3.9452252,-5.8529096,-9.645702,-12.228712,-16.004303,-17.427639,-20.107702,-22.261822,-24.00425,-25.583958,-28.413387,-31.341082,0.058268891115886186,8.569274902343748e-06,0.048434349695941514,1.7069763183593754e-05,0.7931951647204725,2.4552673339843746e-05
-3.0220413,-3.6189423,-6.1155224,-10.15287,-11.631381,-15.22468,-17.837194,-19.561203,-20.916492,-22.68618,-24.729248,-28.232439,-31.055443,0.058679494553503846,9.597763061523435e-06,0.048195273874396906,1.8784423828124996e-05,0.7929525090701366,2.3802734375000007e-05
-2.52997,-4.230697,-7.4412313,-10.291048,-12.564903,-16.125923,-17.979801,-20.04828,-21.842503,-23.157318,-25.62878,-28.465061,-31.562012,0.05867247315773652,1.2435165405273437e-05,0.04834558441291782,1.4883895874023438e-05,0.7928282857427755,2.5030517578124998e-05
-4.275207,-6.101056,-9.963837,-14.134184,-14.626488,-18.363344,-21.485195,-23.513622,-24.788488,-26.386162,-28.033869,-31.222965,-34.385643,0.058167853196656766,1.0884262084960936e-05,0.048610452314484284,1.754144287109375e-05,0.7929467553907801,2.706756591796875e-05
-3.931721,-4.311213,-6.7734947,-11.079075,-13.770148,-17.210775,-19.069431,-20.842037,-21.961475,-23.484974,-25.567442,-28.682526,-31.233368,0.05852196123071289,1.124803161621094e-05,0.048972442974579464,2.1356796264648435e-05,0.7927967793819785,2.4623046875e-05
-15.785771,-13.719582,-14.648477,-22.483334,-25.005375,-26.795979,-27.850782,-31.63271,-34.034077,-35.422436,-36.82545,-36.391037,-41.232292,0.0581534236198604,1.464805603027344e-05,0.04903207406493605,4.8862060546875e-05,0.7930426670444218,2.4303817749023445e-05
-2.2679524,-5.85846,-7.074338,-9.416807,-11.213421,-12.601197,-15.162202,-16.770428,-17.264736,-19.195015,-20.636553,-22.746857,-24.083649,0.05862759439222071,1.0372985839843751e-05,0.048667078164507806,1.358140563964844e-05,0.7933519509746191,2.5408386230468755e-05
-2.186861,-9.520561,-10.372217,-11.066586,-11.440978,-11.958164,-14.534657,-17.02737,-16.965624,-18.551258,-20.274826,-21.986107,-23.664688,0.058123634896604236,8.010192871093748e-06,0.048722855273234576,9.14610290527344e-06,0.7925787218147088,0.000644750732421875
-1.3215382,-7.8078637,-7.193062,-8.299544,-9.219727,-9.180153,-11.074644,-14.131741,-14.646796,-15.964954,-18.13183,-20.37814,-21.346096,0.058956429638361965,7.7548828125e-06,0.0488249998999936,1.4168640136718747e-05,0.7926148571453718,2.1074890136718748e-05
-11.9220295,-16.940136,-20.315897,-23.418877,-26.261404,-27.477165,-30.068094,-31.614769,-32.75798,-33.938652,-35.433487,-38.087105,-40.091404,0.0583385065600436,1.031884765625e-05,0.0487159649320201,2.1374130249023436e-05,0.7926122582287831,2.9339355468750004e-05
-2.4257514,-3.5305161,-6.8794804,-10.904698,-13.565138,-16.793262,-18.653648,-21.634144,-23.127329,-24.0481,-25.646683,-28.54741,-31.608248,0.05840843089661532,1.3474594116210937e-05,0.04816376153089257,1.6872787475585937e-05,0.7932111986963527,1.900511169433594e-05
-6.3394766,-6.6683974,-9.739973,-13.421753,-16.967613,-20.274563,-22.320726,-24.140572,-25.695133,-27.403206,-29.182968,-32.08193,-34.868042,0.05888521258956912,1.4987731933593748e-05,0.04876214291877717,1.867132568359375e-05,0.7928391596695188,2.9885192871093743e-05
