mfe_0,mfe_1,mfe_2,mfe_3,mfe_4,mfe_5,mfe_6,mfe_7,mfe_8,mfe_9,mfe_10,mfe_11,mfe_12,rms_x,var_x,rms_y,var_y,rms_z,var_z
-2.2000914,-3.7745113,-7.8327627,-12.469826,-13.57407,-16.199547,-14.575176,-19.518555,-21.98608,-20.672562,-18.911457,-24.025944,-28.01672,0.06005737104954572,0.00014935594177246096,0.049261978783956065,0.00013285643005371095,0.7946848444982422,0.00020064317321777343
-1.4310713,-2.0722823,-6.625478,-11.130089,-12.488531,-15.085876,-15.122866,-18.462906,-20.655418,-19.207565,-17.831448,-22.786556,-26.46846,0.06001467207490025,0.00015616258239746096,0.04894392518484802,0.00017695062255859375,0.7958044470958793,0.00014882196044921876
-3.90667,-3.6507597,-5.6811957,-11.412258,-13.290077,-15.5007105,-14.581343,-19.091232,-20.897705,-18.633682,-16.747137,-21.650944,-25.581238,0.0609231002617875,0.00014202842712402342,0.05100656145559547,0.00021175804138183593,0.7931899803002007,0.00014645249938964844
-4.7320538,-1.7669773,-2.1849155,-7.4382915,-9.337657,-13.362505,-12.7127695,-17.930798,-20.325865,-16.508781,-14.204227,-19.687939,-23.283457,0.05917820491129684,0.00013488731384277342,0.04998336515274044,0.00020968614196777347,0.7921694324246352,0.00011990087890624999
-3.4239383,-4.285474,-5.2652035,-12.523762,-13.474739,-14.953791,-13.739531,-18.842472,-20.542383,-17.983831,-16.588978,-21.431232,-25.486797,0.06021772933910588,0.00018882627868652341,0.04989093329062281,0.000167070068359375,0.7956575795445668,0.00017615356445312497
-2.1601844,-2.835763,-2.3648982,-9.28778,-11.086541,-14.238874,-12.461927,-16.917465,-18.60567,-15.823431,-14.60372,-19.73867,-23.861877,0.060387390760742635,0.00019782781982421877,0.049560137967832825,0.00018136444091796874,0.7939078875327532,0.00015144873046875
-2.5593991,-1.7642927,-1.7565179,-6.927788,-9.73801,-14.156319,-12.281473,-16.731674,-18.888172,-16.055975,-14.516281,-19.856133,-23.576254,0.06004288730090923,0.00022981065368652347,0.04926646992218694,0.000133673095703125,0.794142162135748,0.00011411248779296875
-1.9227165,-2.2980976,-3.1069474,-9.354094,-11.041093,-14.951508,-12.983088,-18.10639,-20.28883,-16.344933,-15.147754,-20.808475,-24.522335,0.06039812877863798,0.00019407615661621092,0.0490118418806236,0.00015554876708984372,0.7931707235853639,0.00014068846130371092
-2.3631644,-1.6842066,-5.233222,-11.253313,-12.42846,-15.530603,-12.966087,-18.181732,-20.722046,-17.85733,-16.054117,-21.412872,-25.05272,0.060744762304752974,0.00021491575622558596,0.04925872632479067,0.00015232446289062501,0.7875487587986865,0.00013216734313964846
-1.1191686,-2.532639,-5.9053493,-11.232464,-13.238312,-16.95927,-15.223215,-19.064493,-22.539457,-18.145857,-16.289953,-21.536192,-25.859215,0.06061739844418123,0.00022841210937500002,0.0509938458488191,0.00018249902343750002,0.7955254446164665,0.00023312852478027347
-1.7980144,-4.697697,-6.760131,-11.914402,-13.998757,-19.075214,-17.142311,-19.134401,-22.980385,-19.39914,-17.58096,-22.692421,-26.512028,0.06139389884532247,0.00030800291442871096,0.050670853558930945,0.00020921899414062502,0.7958653031829864,0.0003202804565429687
-2.3511834,-4.892298,-5.477453,-11.255727,-12.803519,-17.986301,-17.11805,-20.017775,-22.826847,-19.251726,-16.710638,-21.988,-26.116426,0.060472358379094884,0.00030965086364746097,0.049954355386395616,0.00023361778259277342,0.7951725265147358,0.00046066131591796866
-2.3553426,-4.097963,-3.2501068,-9.353719,-13.435051,-17.91729,-16.447914,-18.856302,-21.639088,-18.639717,-16.34875,-21.192198,-25.35492,0.061741738203002716,0.00033749237060546873,0.050110960861247715,0.00022806054687499996,0.7949399855891491,0.00043240013122558595
-3.162084,-3.296882,-1.4333307,-8.4669895,-13.392364,-16.491364,-15.211527,-18.468012,-21.203915,-18.0141,-15.252877,-20.663006,-24.718967,0.06186728072903065,0.00034886473083496096,0.05084641251863916,0.0002640753784179688,0.7968259884590795,0.0003762767181396485
-0.9267884,-7.585142,-7.14929,-12.648336,-15.409364,-19.856821,-19.287533,-21.720299,-24.165045,-21.384155,-17.525976,-23.42331,-27.244503,0.061789417612615916,0.00039385375976562503,0.050432395478222876,0.00027379736328124997,0.7952151831422738,0.00030492132568359374
-1.521599,-8.445961,-6.681557,-11.9430065,-14.940876,-21.708694,-20.571075,-22.854343,-26.567593,-23.594692,-19.371792,-24.523005,-28.717228,0.062039686729481375,0.00041798362731933594,0.05001083256678934,0.0002792131195068359,0.7944250885473573,0.0002595434417724609
-1.8860754,-9.07929,-8.28761,-13.660345,-16.571339,-22.158464,-20.724695,-24.100807,-27.977303,-24.927017,-20.32664,-25.668934,-29.638006,0.06263413340957748,0.00042357275390624997,0.05127598545684239,0.0003090734710693359,0.7933546628675917,0.00020324163818359375
-3.211113,-5.2317586,-3.9082103,-10.411556,-13.866259,-17.347584,-16.573618,-20.416098,-23.850563,-19.182613,-15.889649,-21.279348,-24.512966,0.062488402244248994,0.00038821775817871084,0.05007928284542921,0.0002568768920898438,0.7935491448935775,0.0001523837890625
-4.9018087,-7.5835514,-6.7468643,-13.515354,-17.270018,-21.845436,-19.639336,-23.777657,-26.435486,-22.30238,-20.431854,-25.589218,-29.242706,0.061732716971850204,0.0003451226654052734,0.04985911548036502,0.00022745428466796873,0.7953447796279581,0.00046757371520996096
-1.8828584,-4.5539837,-4.846977,-11.372799,-12.607172,-14.868971,-13.346055,-18.970303,-20.79626,-18.603333,-17.580667,-22.237427,-25.845093,0.06044194536715066,0.00019891180419921874,0.04885624190466224,0.00018453680419921876,0.795169389061101,0.00015134397888183596
-1.9396751,-4.8242598,-5.7229886,-10.432055,-11.668728,-14.701765,-14.261436,-18.583542,-20.55573,-19.233624,-17.48444,-22.377857,-26.219238,0.06096378639777163,0.0001446533203125,0.05087776285303519,0.00033118333435058593,0.7954638815592033,0.00016625146484374996
-1.4051578,-2.9138846,-6.745636,-10.758364,-12.088589,-14.611783,-14.021164,-18.737494,-21.125687,-20.060907,-18.943918,-23.695007,-27.186588,0.06015472806516334,0.00015600439453125,0.05146119309276895,0.00031717529296875,0.7961202576241917,0.00020390203857421874
-3.7243903,-7.7747307,-10.823685,-12.85149,-14.859297,-17.436634,-16.630116,-22.885782,-24.630909,-23.620564,-22.060966,-27.56611,-31.49981,0.060280538203742115,0.00011716062927246093,0.04908355066913011,0.00011156553649902345,0.7948569729340461,0.00017004492187499998
-3.166969,-8.381403,-11.441204,-14.310125,-14.598824,-17.260052,-18.427135,-22.563812,-24.264545,-23.765766,-21.925312,-27.250515,-31.313478,0.059209395905350716,8.487351989746094e-05,0.04855831706566857,9.497552490234375e-05,0.7955525178099495,0.00022027777099609374
-1.5084109,-8.327539,-13.483216,-11.313093,-13.172988,-18.459185,-16.134243,-21.763138,-24.532648,-24.789726,-23.800148,-28.149925,-31.964413,0.059932110843488984,5.7183837890625004e-05,0.0490638062127076,0.0001643466796875,0.7944315902037581,0.00017679266357421874
-1.0059346,-8.186395,-13.433568,-11.565069,-13.577946,-17.885492,-15.742499,-21.783777,-24.038097,-25.172558,-23.79309,-28.287468,-32.320934,0.05960187432330935,5.338365173339843e-05,0.047716726483782654,8.474432373046876e-05,0.7956246797211894,0.0001548763275146484
-2.7409396,-10.854052,-13.422691,-13.513673,-15.912384,-19.755854,-18.380873,-22.576,-25.889965,-26.44883,-26.199986,-30.65455,-34.579124,0.059065031774440155,3.8951171875000005e-05,0.04852153748192008,4.2833496093750005e-05,0.7952198746559668,0.00013224754333496098
-1.6122575,-9.919917,-12.063526,-13.824299,-15.7102585,-18.408592,-18.29036,-22.964275,-25.884722,-25.815033,-26.066479,-29.812273,-34.364235,0.05943163930918078,4.604759216308593e-05,0.04779452914928196,4.473533630371093e-05,0.7954160299909737,0.00019575462341308596
-1.6435968,-9.953461,-12.334612,-14.833443,-15.95833,-19.3632,-19.040068,-23.534111,-25.676945,-26.843971,-27.080906,-30.4435,-34.50638,0.05872329429594997,4.443212890624999e-05,0.04917905145041433,8.5990966796875e-05,0.7947676255442727,0.00010252172851562499
-1.6253394,-11.138466,-15.922077,-17.318312,-18.613745,-23.13852,-24.595686,-25.935555,-27.624626,-29.237616,-30.347855,-33.18713,-37.11074,0.05926464868692275,2.3919677734374998e-05,0.04818165800352609,3.319525146484375e-05,0.7954512019892193,0.00015850677490234378
-1.461936,-10.02904,-15.019285,-17.192286,-16.772554,-22.46727,-24.62523,-25.382269,-27.060616,-28.50341,-30.493202,-32.67108,-37.019875,0.058919148538086705,2.5409179687499997e-05,0.048076083601444955,2.900848388671876e-05,0.7955707866600646,0.00011884141540527342
-1.6015418,-9.749373,-15.523056,-17.743156,-19.897312,-23.060904,-25.153898,-25.619658,-26.993546,-28.829847,-30.547659,-32.552013,-36.82344,0.05921570943711327,1.9966796875e-05,0.048038458358333196,2.949583435058594e-05,0.7950058405439695,0.00016455039978027335
-1.0433755,-9.273466,-15.383532,-17.744192,-19.952065,-21.705458,-23.916323,-24.728542,-26.22787,-27.898031,-29.85979,-32.376266,-36.409073,0.05897376767205483,2.1751403808593757e-05,0.048008909034466585,3.113023376464844e-05,0.7951725073254545,0.00013766839599609377
-1.1821127,-9.834745,-15.803362,-18.934519,-20.660515,-23.399143,-25.651855,-26.015648,-27.0371,-28.911633,-30.965693,-33.40575,-37.501957,0.058681834832065474,2.633323669433594e-05,0.04801224615918318,2.585931396484375e-05,0.7944600643350439,0.0001910064544677734
-1.6299019,-11.073025,-17.927681,-21.590511,-23.52336,-23.96106,-26.048176,-26.757126,-28.348429,-30.216187,-32.08797,-34.155903,-37.941597,0.05982380746369396,2.7472900390625004e-05,0.04751098505789871,2.4731201171874993e-05,0.7961107989311568,0.00015774778747558593
-1.9356647,-10.83786,-18.652248,-22.065838,-24.427292,-24.383417,-26.865528,-27.017403,-27.775684,-30.539837,-32.662376,-34.56233,-38.29432,0.05925988532548019,3.303831481933594e-05,0.047092431913787244,3.6880111694335936e-05,0.79611295517806,0.00013008642578125
-0.9633583,-10.298761,-18.157745,-22.253447,-23.130848,-23.643648,-26.06965,-25.566853,-27.245434,-30.737896,-32.71214,-33.627865,-37.815834,0.05925331898338586,2.2576904296874997e-05,0.047934319381935264,3.2533935546875004e-05,0.7948118205450426,0.00017277319335937507
-1.4303699,-10.951074,-18.25459,-22.530903,-23.28897,-24.567347,-26.701077,-26.749828,-27.790607,-31.056744,-33.01779,-33.735977,-37.707108,0.05966533149347754,2.202561950683593e-05,0.047784311798973966,3.117063903808593e-05,0.7961303966050018,0.00018273315429687495
-1.2757088,-10.689095,-18.099442,-20.67323,-19.128994,-23.877756,-26.588987,-26.204433,-27.47142,-30.936052,-32.776978,-33.512188,-37.512547,0.0592578253749162,1.710984802246094e-05,0.04792492781480936,2.9030136108398442e-05,0.7934365634379319,0.00019065977478027347
-1.6682383,-12.450175,-12.104655,-12.64782,-13.765421,-15.518199,-16.835823,-17.893078,-17.612316,-18.549854,-20.124758,-22.425045,-23.613205,0.05941469170853546,8.888534545898436e-06,0.04774629684388819,1.045188903808594e-05,0.7954337073036594,1.8823486328125e-05
-2.4243717,-14.383724,-12.261973,-13.060807,-13.376038,-15.595166,-17.62301,-17.561502,-17.241716,-18.218498,-20.35802,-22.031685,-23.75529,0.05854451056074237,9.778503417968751e-06,0.0485675861537784,1.1483627319335936e-05,0.7935944171924494,1.9658676147460938e-05
-3.2494905,-14.784571,-14.371397,-13.28692,-13.516894,-15.518169,-17.705832,-19.186375,-18.667164,-20.440502,-22.76075,-24.01239,-25.319817,0.058663500151286574,9.09417724609375e-06,0.048644184789830604,1.1353622436523438e-05,0.7930333736752163,2.1954818725585934e-05
-1.6669885,-12.3355,-12.453367,-11.006989,-10.127034,-9.492298,-13.679356,-16.478256,-17.65953,-18.983873,-21.24648,-23.279234,-23.957794,0.05925846911715974,9.33074951171875e-06,0.04837697831872098,1.0761474609374998e-05,0.7932107562514567,1.8303207397460938e-05
-3.5792913,-8.983933,-9.260836,-12.024879,-12.41296,-11.798351,-15.231674,-17.514256,-20.444365,-22.933645,-24.681873,-26.902891,-30.062765,0.058987737900823504,9.606933593749999e-06,0.04775588329879825,1.2855819702148438e-05,0.79413405371113,2.6787780761718745e-05
-0.81403697,-4.2883697,-4.190821,-6.644607,-6.8765535,-8.842521,-10.875523,-13.613186,-14.964263,-17.270218,-18.353897,-21.033247,-24.669697,0.059383223114782176,1.0247802734374998e-05,0.04852798378215334,1.3690658569335938e-05,0.7931676070700779,2.4212509155273442e-05
-3.6120305,-6.406757,-7.001949,-11.307472,-10.714947,-12.118649,-13.616613,-16.736206,-17.842419,-19.607523,-21.025274,-23.3566,-26.473494,0.059119258029189395,1.1320495605468752e-05,0.04800398237874385,1.8347167968750002e-05,0.7940178943222289,2.8416503906250003e-05
-1.3743548,-12.954693,-12.623581,-12.916156,-13.889709,-14.529484,-16.086992,-17.63084,-16.825523,-16.83235,-16.837975,-19.708092,-21.038376,0.059011014265876675,8.6708984375e-06,0.04879717769278516,1.2973571777343748e-05,0.7935891104012586,2.3635482788085944e-05
-2.1340075,-13.036232,-11.462259,-10.844415,-12.416978,-12.114937,-15.1508465,-16.74591,-15.24381,-14.537085,-17.836206,-20.596394,-22.428818,0.05888339866780683,9.263366699218751e-06,0.04839101221793736,1.1742416381835939e-05,0.7929879346509334,1.803582763671875e-05
-2.4471562,-12.216146,-11.438221,-11.332678,-11.234302,-12.416666,-16.163399,-16.456196,-15.879375,-17.015318,-18.992092,-20.803349,-21.798264,0.05829638082744181,9.95477294921875e-06,0.04777584890173329,1.4391113281250001e-05,0.7938791725602833,1.9029235839843748e-05
-1.0153544,-5.6755753,-5.2371645,-8.145786,-8.247674,-10.412397,-12.317906,-15.396002,-16.361412,-18.450779,-19.692787,-21.999748,-25.289227,0.05859674471513701,1.0871444702148437e-05,0.04812652189152048,1.1412048339843748e-05,0.7933043374711788,3.0432723999023432e-05
-0.8758154,-4.3175573,-3.3129678,-6.517068,-6.358556,-8.436159,-10.768143,-13.825354,-14.740068,-16.606115,-17.9183,-20.241594,-23.977129,0.05843024060859347,1.0099853515625e-05,0.048147126102739767,8.892761230468748e-06,0.7939562239794478,2.9731689453125e-05
-0.8403555,-3.596675,-3.92739,-7.5773973,-6.839237,-8.872913,-10.896507,-13.661521,-15.062412,-16.789467,-18.408695,-20.666939,-24.413115,0.05868560508455736,1.0772705078125e-05,0.0483174861491514,1.2167831420898438e-05,0.7943335219028306,2.7190780639648442e-05
-1.0793589,-4.694565,-4.307622,-7.3364496,-6.377501,-9.135236,-10.462019,-13.968313,-14.907358,-17.10123,-18.319164,-20.660368,-24.198044,0.058720955669723435,1.034393310546875e-05,0.04784032074581545,1.3108154296874999e-05,0.7925981854287341,1.941522216796875e-05
-6.716588,-11.413874,-11.659058,-14.864756,-14.383677,-15.438793,-16.853806,-18.22874,-18.23072,-19.94217,-21.968012,-24.329767,-26.711767,0.05840412022936074,8.871093749999998e-06,0.04790231683340392,1.5688461303710935e-05,0.7933655872787305,2.2253356933593754e-05
-2.6384852,-12.214508,-10.932191,-10.108995,-11.572718,-13.933451,-15.545698,-16.43798,-15.772127,-17.25152,-18.947376,-21.020372,-22.618511,0.058836865428049764,7.918930053710934e-06,0.048239261677470766,1.326605224609375e-05,0.7945312403976155,1.860643005371094e-05
-5.530787,-13.217262,-13.071159,-14.3725195,-15.573053,-18.002731,-19.18031,-21.284342,-21.31274,-23.51599,-25.136385,-27.16584,-30.063068,0.05864945268952857,1.019189453125e-05,0.04778143777554666,1.0830551147460937e-05,0.7939835716873335,2.3536132812500008e-05
-1.223679,-4.7942915,-5.384346,-8.196841,-8.886851,-10.776283,-11.961517,-15.224421,-15.752898,-18.106081,-19.726313,-21.225334,-24.911522,0.05913912853126515,8.134704589843754e-06,0.04884765234531172,1.2195907592773437e-05,0.7923054202946742,1.9730697631835935e-05
-1.1195993,-3.5368478,-3.3153589,-7.133843,-6.37898,-8.327018,-10.232607,-13.242044,-13.943113,-16.88253,-17.812393,-19.746956,-22.961975,0.05865322502355742,1.0176864624023439e-05,0.04842032835743876,1.0053085327148435e-05,0.7952538561231319,2.4771713256835935e-05
-1.5032946,-3.9927588,-3.8398418,-6.03253,-6.0079365,-8.069266,-10.3399105,-13.191338,-14.585932,-16.517149,-17.976994,-20.161043,-23.418608,0.058933261172795605,1.008262634277344e-05,0.04794911930361378,1.1962142944335938e-05,0.7937918488291361,2.9229187011718747e-05
-11.292814,-17.457802,-16.984966,-18.298138,-9.737851,-17.085033,-22.152935,-24.064922,-25.47176,-27.174023,-29.018654,-26.368683,-27.781006,0.0581530300357922,1.0520996093749998e-05,0.04816787989231322,1.5019515991210935e-05,0.7924907926872972,2.2554382324218753e-05
-14.692303,-21.73994,-21.056686,-23.595835,-14.31018,-19.565067,-23.987467,-24.865307,-27.184675,-29.21761,-31.497307,-28.276966,-29.336372,0.058343606679992686,9.548568725585935e-06,0.048666921397200066,8.635009765625e-06,0.7938247765589748,1.949072265625e-05
-2.8312373,-13.638349,-13.316056,-12.747818,-13.745693,-14.307406,-16.140259,-17.559711,-16.772915,-17.78439,-20.067541,-16.521719,-18.19762,0.058876531172034605,7.995223999023435e-06,0.0481769073758048,1.5514160156249998e-05,0.7925647254288704,1.591131591796875e-05
-11.560751,-21.450817,-21.010738,-20.079966,-22.605558,-23.502396,-23.677402,-24.166662,-26.695076,-27.783375,-28.718632,-27.425896,-29.870358,0.058601952550861626,9.653305053710937e-06,0.048367357226927206,1.6989608764648435e-05,0.7929915425449704,1.756272888183593e-05
-1.0898948,-5.789504,-6.715085,-9.261052,-10.19225,-12.2838335,-13.142913,-15.74548,-16.990417,-19.635864,-21.72926,-23.135532,-26.432224,0.05911577355171112,1.1369613647460935e-05,0.048053543744517424,1.3385681152343749e-05,0.7932329455206554,2.25205078125e-05
-1.0769445,-5.5570574,-5.372533,-8.266343,-8.627205,-9.618519,-11.531155,-14.415232,-15.356141,-17.456331,-19.294855,-21.82559,-25.026525,0.05895604141507414,1.0009140014648439e-05,0.04849039450628341,1.0421813964843747e-05,0.7932213748608473,2.275511169433594e-05
-4.52887,-8.712534,-9.199709,-11.838001,-12.062983,-13.077189,-14.54475,-16.553802,-17.519539,-19.059292,-21.054886,-23.219896,-26.771698,0.05848570768084872,1.1569076538085938e-05,0.048386124467822644,1.089227294921875e-05,0.7928225215388244,2.2084335327148438e-05
-1.9869499,-9.614458,-8.365663,-7.8993993,-9.105125,-10.732623,-11.585339,-13.087856,-12.099748,-13.899884,-16.277151,-15.6545925,-17.515205,0.05914299863136274,8.592468261718753e-06,0.048690430852895775,1.0923828125e-05,0.7941204978542643,2.386961364746094e-05
-2.524898,-12.212801,-11.302287,-10.251517,-10.981015,-13.767349,-15.194229,-15.752773,-14.478184,-15.965972,-18.137398,-17.0005,-18.908611,0.059268639316634494,8.224105834960937e-06,0.04832838011167714,1.133782958984375e-05,0.7933524991239461,2.0080184936523443e-05
-2.6654646,-12.422308,-11.7295265,-10.091813,-12.039492,-14.162043,-15.732127,-16.097622,-15.311874,-16.503988,-18.774183,-17.805805,-19.737434,0.05848844704298448,7.782958984375e-06,0.04819875638631665,1.3116210937499997e-05,0.79256663141617,1.8932556152343746e-05
-5.158655,-9.525348,-8.002885,-13.308056,-15.805072,-13.996623,-19.747095,-21.198658,-20.381435,-21.69814,-23.70282,-25.675594,-27.402744,0.05914170862613584,1.1208251953124998e-05,0.04860056347932411,2.2252059936523433e-05,0.7947148839842952,4.352416992187499e-05
-1.9606806,-6.8949003,-4.147868,-8.650932,-10.898081,-10.404286,-14.879137,-16.36522,-15.759998,-17.324179,-19.846785,-20.76292,-22.4995,0.05832529648412375,1.1052719116210935e-05,0.04752928784575885,1.76025390625e-05,0.7917349738383597,2.5689697265625007e-05
-1.4259443,-6.5504,-4.6782484,-9.532509,-11.923044,-10.400499,-15.083881,-16.333475,-16.880379,-18.242508,-20.64426,-21.669403,-23.763739,0.059053792967659474,2.0624862670898435e-05,0.04839637240852549,1.6784286499023436e-05,0.7933062512987084,3.966674804687499e-05
-1.1408747,-5.7969832,-5.3346996,-10.190336,-12.507919,-10.861294,-15.47416,-16.670849,-16.306984,-18.337982,-20.619118,-21.559238,-23.048935,0.05874576634512961,1.737974548339844e-05,0.04873913766203771,1.604881286621094e-05,0.7932951818102757,2.8301376342773445e-05
-7.260396,-10.039558,-9.484112,-14.966907,-17.444027,-17.182486,-21.284477,-23.551916,-23.365757,-24.842203,-26.668316,-27.815243,-29.240074,0.058817800803891415,1.6227966308593752e-05,0.04737413293855295,2.096495056152344e-05,0.7932385528536787,3.7613388061523434e-05
-1.0626888,-7.455632,-5.111983,-10.312719,-12.3180065,-11.347557,-15.335154,-16.955257,-16.667591,-18.429375,-20.82302,-21.670513,-23.434801,0.059407371931804474,9.409423828125001e-06,0.04830232524447904,1.8978500366210945e-05,0.7942993281688536,3.4923934936523434e-05
-0.9864042,-7.4642267,-5.613249,-9.795679,-12.029125,-10.359529,-15.039297,-16.408876,-16.10962,-18.162834,-20.73584,-21.787298,-23.489529,0.058982693477687274,9.472030639648437e-06,0.048106067450852164,1.5815292358398433e-05,0.7934917360198755,3.0278915405273444e-05
-1.5050137,-7.5991273,-6.735585,-10.892714,-13.036421,-11.482613,-16.186956,-17.378197,-17.606865,-19.3051,-21.933958,-22.710758,-24.477383,0.05835746629241465,1.1166000366210935e-05,0.048101150746369885,2.1705078125000003e-05,0.7936868092772508,3.610711669921875e-05
-1.6862956,-6.8976912,-6.5623503,-11.086763,-12.933454,-11.822218,-16.702185,-18.183975,-18.073402,-19.379751,-21.70343,-22.987991,-24.599651,0.05879444794685124,2.081243896484375e-05,0.048388647239209166,1.5659851074218753e-05,0.793846669956101,2.9443359375000006e-05
-1.8387375,-6.299208,-5.601122,-10.390638,-13.191152,-13.04253,-16.646439,-18.622557,-17.48788,-19.025364,-21.136024,-23.04934,-24.851469,0.05893248441841361,1.2749008178710941e-05,0.04841087347795366,1.9694808959960937e-05,0.7943039290406747,3.602758789062499e-05
-1.2954314,-6.3169756,-4.4221506,-9.025675,-11.68331,-9.66131,-14.285584,-15.656277,-15.270916,-16.540886,-18.781185,-20.102009,-22.171154,0.05857603898993171,1.1643981933593748e-05,0.048587375234998675,1.6433334350585938e-05,0.7942497830629277,3.068040466308594e-05
-1.5489109,-7.022324,-5.203253,-9.320863,-11.692921,-11.208503,-15.270763,-16.232464,-15.802275,-17.210506,-20.216984,-21.127373,-23.042225,0.05809330558093861,1.128526306152344e-05,0.0481911578540348,1.2383789062499998e-05,0.7930150752324312,3.0104843139648443e-05
-1.524203,-6.2021136,-4.2776175,-8.782268,-11.389042,-9.50597,-14.756065,-16.336967,-15.792148,-17.165714,-19.869495,-20.571991,-22.54985,0.05863175850568316,8.116699218750003e-06,0.048219013285088076,1.2064453125e-05,0.7930504499168267,3.0452636718750006e-05
-1.6052656,-6.559062,-3.4374137,-8.980646,-11.513795,-10.081533,-14.032509,-15.797876,-15.34246,-17.479496,-19.748024,-21.03775,-22.898716,0.05831025166485521,1.430029296875e-05,0.0479327277204078,1.1511230468750003e-05,0.7926086197312426,2.3571533203125002e-05
-1.3782475,-6.6899986,-5.290702,-8.755217,-11.578746,-9.659922,-14.219497,-16.302376,-16.130192,-17.20834,-19.52687,-20.67627,-22.416368,0.05888754469259077,1.526239013671875e-05,0.04844600479770623,1.5181823730468746e-05,0.7930422533667422,2.9843200683593748e-05
-2.6477253,-4.4486446,-4.4554434,-9.953167,-12.464504,-13.344069,-16.438953,-18.183872,-18.396484,-19.7929,-22.166416,-23.150629,-25.090492,0.05839327684137479,1.534690856933594e-05,0.0481681966747608,1.9548934936523437e-05,0.7935309833325912,4.297227478027343e-05
-4.656725,-6.4204216,-7.241435,-12.855575,-14.88188,-15.76431,-18.739801,-20.67398,-21.008476,-22.830732,-24.992334,-26.268593,-27.921513,0.05891655869678638,1.5925537109375e-05,0.04789674206447266,2.1490234375e-05,0.7934734673778432,3.848069763183593e-05
-8.929589,-10.216236,-9.571972,-16.737919,-18.508053,-17.432796,-21.68713,-23.853508,-23.89643,-25.137835,-28.568665,-28.87175,-30.85284,0.05830972829693601,1.151116943359375e-05,0.047952937896751306,2.6504135131835937e-05,0.7936417633511711,3.900823974609375e-05
-1.6966143,-6.4793515,-4.6898413,-9.930027,-11.635176,-10.130224,-13.936021,-16.048534,-15.3022,-16.239326,-18.830582,-19.376003,-20.884785,0.05908040093308493,1.2719589233398437e-05,0.04874837236866222,1.5051269531250004e-05,0.7933706936200234,2.4157699584960938e-05
-1.7435212,-6.530265,-5.1226606,-9.870844,-12.415287,-9.871039,-14.993445,-16.686935,-15.875505,-16.666447,-19.137901,-20.178116,-21.986961,0.05824453225075617,1.118475341796875e-05,0.04789180387007455,1.6918563842773432e-05,0.7931899418257121,3.485716247558594e-05
-3.008034,-6.663234,-6.4141583,-10.96867,-13.677802,-13.250016,-17.104591,-18.9683,-18.040348,-19.357712,-21.945972,-23.144663,-24.94065,0.05898760856202926,1.7410751342773436e-05,0.04754806496005187,1.9757675170898435e-05,0.7937850055334666,3.0767578125000006e-05
-2.68827,-5.285473,-4.500642,-9.522104,-12.741522,-12.165024,-15.794348,-18.00909,-17.82051,-19.306835,-22.155964,-23.143576,-24.586819,0.059208880485281196,1.869676208496093e-05,0.0483717737033793,1.9675277709960934e-05,0.7937882637953636,2.9738998413085943e-05
-2.8624783,-4.423466,-5.2269216,-9.777532,-12.673309,-12.947205,-15.726006,-18.773808,-18.140072,-19.204134,-21.613003,-23.38808,-25.439646,0.059165827069123586,2.558470153808594e-05,0.048628184393238585,2.2669662475585934e-05,0.7943482074676264,3.1904541015625e-05
-1.6212652,-3.137566,-2.8627315,-7.98877,-10.987437,-10.464532,-14.577288,-15.963235,-16.1639,-17.49561,-20.017536,-21.994274,-23.444212,0.05914183762792472,1.6296005249023436e-05,0.04910639457627947,1.5029541015625e-05,0.7935296565320659,2.8468002319335935e-05
-11.1820755,-11.806738,-11.749468,-17.87299,-20.294952,-20.82543,-24.65223,-27.018896,-27.06937,-28.811111,-30.617672,-31.973156,-34.191105,0.05896807514849666,1.832373046875e-05,0.04901542202898683,2.1757797241210943e-05,0.7932043600096266,3.914007568359374e-05
-1.4307245,-6.64933,-3.492295,-8.513227,-11.011339,-9.684862,-14.331872,-16.012009,-14.505604,-16.297562,-18.767862,-20.392517,-21.772026,0.05890788189881459,1.0768905639648438e-05,0.048549203355815994,1.764031982421875e-05,0.7933251104275982,2.620591735839843e-05
-2.7388632,-6.8034554,-4.457443,-9.258385,-12.348756,-10.207996,-14.91212,-16.60163,-16.473122,-17.809002,-20.185917,-21.389479,-22.552263,0.05860585812395645,1.3767562866210935e-05,0.04799396858468585,1.252732849121094e-05,0.7937162425154298,3.322454833984375e-05
-2.7006922,-6.020323,-5.155512,-9.861243,-12.616488,-12.419482,-16.39133,-18.480946,-17.649399,-19.16267,-21.4977,-23.385178,-25.012835,0.058481402709670234,1.1521667480468751e-05,0.04789068872344863,1.643896484375e-05,0.7935528944494263,3.435156249999999e-05
-2.4659314,-5.315628,-6.405076,-10.645154,-13.356615,-14.171905,-17.609604,-19.223684,-19.472193,-21.076023,-23.772512,-25.361334,-27.375662,0.05922665988565401,3.094444274902344e-05,0.0487111097881877,4.847772216796874e-05,0.7936895680889122,4.668687438964844e-05
-2.8227537,-4.3365774,-5.000111,-10.007771,-13.020245,-13.720331,-16.954601,-18.817822,-18.840393,-20.682026,-22.917574,-24.843575,-26.345594,0.05941096772429734,1.5396484375e-05,0.04838281313075246,2.6760482788085942e-05,0.792449847538794,3.814207458496094e-05
