X,Y,Z
1.01171875,0.02734375,0.52734375
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.06640625,-0.015625,0.2265625
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.0234375,0.03125,0.08984375
1.03125,0.015625,-0.41015625
1.03125,0.015625,-0.41015625
1.03125,0.015625,-0.41015625
1.03125,0.015625,-0.41015625
1.03125,0.015625,-0.41015625
1.03125,0.015625,-0.41015625
1.03125,0.015625,-0.41015625
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0625,-0.015625,0.2578125
1.0,0.05078125,0.28125
1.0,0.05078125,0.28125
1.0,0.05078125,0.28125
1.0,0.05078125,0.28125
1.0,0.05078125,0.28125
1.0,0.05078125,0.28125
1.0,0.05078125,0.28125
1.0,0.05078125,0.28125
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.05078125,-0.07421875,-0.8046875
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
1.01953125,0.01171875,-0.8203125
