X,Y,Z
1.07421875,0.01953125,0.4921875
1.07421875,0.01953125,0.4921875
1.07421875,0.01953125,0.4921875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.015625,0.0625,0.3046875
1.09375,0.01171875,-0.0078125
1.09375,0.01171875,-0.0078125
1.09375,0.01171875,-0.0078125
1.09375,0.01171875,-0.0078125
1.09375,0.01171875,-0.0078125
1.09375,0.01171875,-0.0078125
1.09375,0.01171875,-0.0078125
1.09375,0.01171875,-0.0078125
1.09375,0.01171875,-0.0078125
1.09375,0.01171875,-0.0078125
1.09375,0.01171875,-0.0078125
1.09375,0.01171875,-0.0078125
0.99609375,0.02734375,-0.37890625
0.99609375,0.02734375,-0.37890625
0.99609375,0.02734375,-0.37890625
0.99609375,0.02734375,-0.37890625
0.99609375,0.02734375,-0.37890625
0.99609375,0.02734375,-0.37890625
0.99609375,0.02734375,-0.37890625
0.99609375,0.02734375,-0.37890625
0.99609375,0.02734375,-0.37890625
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
1.08984375,-0.05078125,0.23828125
0.9921875,0.046875,0.36328125
0.9921875,0.046875,0.36328125
0.9921875,0.046875,0.36328125
0.9921875,0.046875,0.36328125
0.9921875,0.046875,0.36328125
0.9921875,0.046875,0.36328125
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.00390625,-0.0703125,-0.94140625
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.046875,-0.046875,-0.55078125
1.04296875,0.01953125,-0.18359375
1.04296875,0.01953125,-0.18359375
1.04296875,0.01953125,-0.18359375
1.04296875,0.01953125,-0.18359375
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.0390625,0.02734375,-0.13671875
1.01953125,0.03125,-0.890625
1.01953125,0.03125,-0.890625
