X,Y,Z
0.9921875,0.046875,-0.3203125
0.9921875,0.046875,-0.3203125
0.9921875,0.046875,-0.3203125
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
1.0625,-0.05078125,-0.171875
0.98046875,0.05078125,-0.23046875
0.98046875,0.05078125,-0.23046875
0.98046875,0.05078125,-0.23046875
0.98046875,0.05078125,-0.23046875
0.98046875,0.05078125,-0.23046875
0.98046875,0.05078125,-0.23046875
0.98046875,0.05078125,-0.23046875
0.98046875,0.05078125,-0.23046875
0.98046875,0.05078125,-0.23046875
0.98046875,0.05078125,-0.23046875
0.98046875,0.05078125,-0.23046875
0.98046875,0.05078125,-0.23046875
1.046875,-0.01171875,-0.26171875
1.046875,-0.01171875,-0.26171875
1.046875,-0.01171875,-0.26171875
1.046875,-0.01171875,-0.26171875
1.046875,-0.01171875,-0.26171875
1.046875,-0.01171875,-0.26171875
1.046875,-0.01171875,-0.26171875
1.046875,-0.01171875,-0.26171875
1.046875,-0.01171875,-0.26171875
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.0078125,0.0078125,-0.26953125
1.078125,-0.01171875,-0.3125
1.078125,-0.01171875,-0.3125
1.078125,-0.01171875,-0.3125
1.078125,-0.01171875,-0.3125
1.078125,-0.01171875,-0.3125
1.078125,-0.01171875,-0.3125
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.0546875,-0.02734375,-0.1484375
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.03515625,0.01953125,-0.328125
1.0546875,-0.0390625,-0.0390625
1.0546875,-0.0390625,-0.0390625
1.0546875,-0.0390625,-0.0390625
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.00390625,0.02734375,-0.3125
1.06640625,-0.01953125,-0.0390625
1.06640625,-0.01953125,-0.0390625
1.06640625,-0.01953125,-0.0390625
1.06640625,-0.01953125,-0.0390625
1.06640625,-0.01953125,-0.0390625
1.06640625,-0.01953125,-0.0390625
1.06640625,-0.01953125,-0.0390625
1.06640625,-0.01953125,-0.0390625
1.06640625,-0.01953125,-0.0390625
1.06640625,-0.01953125,-0.0390625
1.06640625,-0.01953125,-0.0390625
1.0,0.046875,-0.3125
1.0,0.046875,-0.3125
1.0,0.046875,-0.3125
1.0,0.046875,-0.3125
1.0,0.046875,-0.3125
1.0,0.046875,-0.3125
1.0,0.046875,-0.3125
1.0,0.046875,-0.3125
1.0,0.046875,-0.3125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
1.1015625,-0.03125,-0.1953125
0.99609375,0.0546875,-0.30078125
0.99609375,0.0546875,-0.30078125
0.99609375,0.0546875,-0.30078125
0.99609375,0.0546875,-0.30078125
0.99609375,0.0546875,-0.30078125
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.03125,-0.01171875,-0.28515625
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.0078125,0.01953125,-0.21484375
1.01953125,-0.00390625,-0.31640625
1.01953125,-0.00390625,-0.31640625
1.01953125,-0.00390625,-0.31640625
1.01953125,-0.00390625,-0.31640625
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.02734375,-0.01953125,-0.1328125
1.046875,0.0,-0.37890625
1.046875,0.0,-0.37890625
1.046875,0.0,-0.37890625
1.046875,0.0,-0.37890625
1.046875,0.0,-0.37890625
1.046875,0.0,-0.37890625
1.046875,0.0,-0.37890625
1.046875,0.0,-0.37890625
1.046875,0.0,-0.37890625
1.046875,0.0,-0.37890625
