X,Y,Z
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.05859375,-0.8046875
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.04296875,-0.02734375,-0.7734375
1.05078125,-0.0078125,-0.30859375
1.0390625,0.05859375,0.0625
1.0390625,0.05859375,0.0625
1.0390625,0.05859375,0.0625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.046875,-0.03515625
1.0234375,-0.03515625,-0.8046875
1.0234375,-0.03515625,-0.8046875
1.0234375,-0.03515625,-0.8046875
1.0234375,-0.03515625,-0.8046875
1.0234375,-0.03515625,-0.8046875
1.0234375,-0.03515625,-0.8046875
1.0234375,-0.03515625,-0.8046875
1.0234375,-0.03515625,-0.8046875
1.0234375,-0.03515625,-0.8046875
1.0234375,-0.03515625,-0.8046875
1.0234375,-0.03515625,-0.8046875
1.0234375,-0.03515625,-0.8046875
1.0546875,0.04296875,0.2421875
1.0546875,0.04296875,0.2421875
1.0546875,0.04296875,0.2421875
1.0546875,0.04296875,0.2421875
1.0546875,0.04296875,0.2421875
1.0546875,0.04296875,0.2421875
1.0546875,0.04296875,0.2421875
1.0546875,0.04296875,0.2421875
1.0546875,0.04296875,0.2421875
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
0.98828125,0.03515625,0.4453125
1.06640625,0.03515625,0.37890625
1.06640625,0.03515625,0.37890625
1.06640625,0.03515625,0.37890625
1.06640625,0.03515625,0.37890625
1.06640625,0.03515625,0.37890625
1.06640625,0.03515625,0.37890625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.00390625,0.0,-0.97265625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.0390625,0.0,-0.41015625
1.07421875,0.01953125,0.01171875
1.07421875,0.01953125,0.01171875
1.07421875,0.01953125,0.01171875
1.07421875,0.01953125,0.01171875
0.99609375,0.03515625,-0.65234375
0.99609375,0.03515625,-0.65234375
0.99609375,0.03515625,-0.65234375
0.99609375,0.03515625,-0.65234375
0.99609375,0.03515625,-0.65234375
0.99609375,0.03515625,-0.65234375
0.99609375,0.03515625,-0.65234375
0.99609375,0.03515625,-0.65234375
0.99609375,0.03515625,-0.65234375
0.99609375,0.03515625,-0.65234375
0.99609375,0.03515625,-0.65234375
